5.555679757667223440e-01,9.755123067196159736e-01,1.480659484045566163e-04,1.379061008346604833e-01,3.217133751733626812e-01,1.123016562384093336e-01,8.146807093079696527e-01,2.572563990668348954e-01,2.119362547375490402e-01,1.308893028236566003e-01,0.000000000000000000e+00,1.008564375612459180e-02,0.000000000000000000e+00,5.577172578754622245e-01,0.000000000000000000e+00,2.255821575652746380e-01,2.294926718383283049e-01,4.944897879852885175e-02,8.114171736941593049e-02,6.503841250590963741e-01,2.453661110482533922e-02,4.534722386118415494e-01,1.572575923696301059e-01,1.205757441597614804e-01,0.000000000000000000e+00,1.138666786193724828e-01,0.000000000000000000e+00,3.833619240643513365e-02,5.819583168932943073e-04,1.683674691032521487e-01,0.000000000000000000e+00,1.424867959871300160e-01,0.000000000000000000e+00,3.277442042350475759e-01,1.067156972814482935e-01,0.000000000000000000e+00,6.870771058852715996e-01,2.939854818652877511e-02,3.737326668501963489e-01,2.906750528910473919e-01,4.860646819903324811e-02,0.000000000000000000e+00,2.240368186013517171e-01,1.069603732706443794e-01,2.522916599170058061e-02,0.000000000000000000e+00,9.039266450949967613e-02,2.118517604082494898e-01,7.255353067141144530e-02,4.140589011629610544e-02,4.768830524258863002e-02,5.260298186255579767e-01,0.000000000000000000e+00,7.276961398531939240e-02,2.365346557738683478e-02,5.720157883779961559e-03,1.580319739337004703e-01,2.139748006845234307e-01
1.904643138844238151e-02,1.262852760578504763e-02,7.115267369286720767e-03,0.000000000000000000e+00,1.947753769217769109e-03,6.418681347157784156e-02,3.707660486702878816e-02,1.842932757440947887e-03,7.583060561348776464e-03,1.287041029096047846e-02,3.477557815975181044e-02,3.917569586913070834e-02,2.626260965407938366e-02,2.782812839514169426e-02,2.361721926385577930e-02,3.905283095603591381e-02,2.133947164292146828e-02,1.119883107540753375e-02,2.865001023734417562e-02,4.656905740492252831e-03,4.735730536258608847e-02,4.002722432091329607e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.269447218957952789e-02,0.000000000000000000e+00,3.694177600627149977e-02,4.844756498314400570e-03,7.549084031987808585e-02,5.727032022139338929e-02,5.996602997350468887e-03,3.743755812261431379e-03,1.466576374385111271e-02,2.337865291006399962e-02,9.376894426443982411e-02,2.823683253259813911e-02,6.226034341030418223e-02,2.677344077821692744e-02,7.529345824448945316e-04,1.898751522113580406e-02,5.456618915744548826e-02,5.385225919036946800e-03,3.747388093035159545e-02,9.594042923353671842e-03,1.731716017514239175e-02,3.871495871382255732e-02,2.130889123849552189e-02,1.903089719532066737e-02,8.474289691832035537e-03,1.963327641556857420e-02,5.491114963216982975e-02,0.000000000000000000e+00,3.571764813464223948e-02,9.115745111571024739e-03,1.248876648986717232e-04,3.757465965735041352e-02,2.132872918360671777e-02,6.780495291226808219e-02
5.619473279290097129e-02,1.294361590453886601e-02,1.540457680922596544e-02,5.089590162945026308e-02,3.753613046194689135e-02,8.978502851612314706e-03,3.119965711834414915e-02,1.206294095506044682e-02,4.967891595286794137e-02,5.216812077115543650e-02,1.944540691602196156e-02,5.913254690190857671e-02,5.506772395605619153e-02,5.185302791426251584e-02,1.759490914987352564e-02,2.913424226669311667e-02,5.529836947418520499e-02,1.662532097086130353e-02,7.519937412747564054e-02,2.748028183752362907e-02,3.490678042468157993e-02,8.346823581927792501e-02,5.099462329809711925e-02,2.696296171302583686e-02,3.157940881630649788e-02,2.743220233816879780e-02,3.370861451640875389e-02,2.503999654080365025e-02,5.335429143728181306e-02,9.496719091184190054e-02,1.327737147756358725e-02,2.459663935970095652e-02,3.859214471240784289e-02,3.579212475369395602e-02,2.716358301546039147e-02,3.982727717778934001e-02,1.211564742567623580e-02,9.981283520114495392e-03,3.511371732908339510e-02,1.745320725534581577e-02,1.172371748859585283e-02,5.935724355489955389e-02,3.189770141696705169e-02,3.821166390475535385e-02,1.602790381915130888e-02,2.605507061455313370e-02,2.915178454010647346e-02,2.594199408926606623e-02,4.317513798976305162e-02,1.519506358296208483e-02,2.566050842756330275e-02,3.409287184353455152e-02,1.618373619142825237e-02,2.057962451761941036e-02,1.029973635525637844e-02,3.661931306211611142e-02,2.182801940994072779e-02,2.337839894038108365e-02
1.032977728907098353e-01,1.668320608276354200e+00,2.838780868219164533e-01,1.336160380459048558e-01,5.922660285554984944e-02,1.286554887726173435e-01,2.778349102781722535e-01,0.000000000000000000e+00,6.520959850831635485e-02,3.077571794284290063e-01,2.160074646037403803e-02,6.002682480063063070e-02,1.777395890781068022e-02,4.235676805353255636e-02,1.020708110806271005e-03,4.979306362009894849e-01,3.064195469577558062e-01,3.692378519560667871e-01,2.750949865260061619e-02,3.668138940833896161e-02,1.961896214587199594e-01,2.315153054738754157e-02,1.160730511373594398e-01,2.239050164556917379e-03,1.391588290270339258e-03,2.690196584055341497e-02,0.000000000000000000e+00,3.761920197038085001e-02,6.014763575386879862e-02,2.615266634940078827e-01,0.000000000000000000e+00,3.564208786636515608e-02,1.061158184680325483e-03,3.240568544422855329e-02,1.600587442314151468e-02,1.214496272246427810e-02,4.614675621866574234e-02,5.385916113394443455e-02,6.546835174076016950e-02,0.000000000000000000e+00,1.057013815374640425e-01,0.000000000000000000e+00,5.575085739454441192e-02,5.305728663680208540e-02,1.345305264299746784e-01,0.000000000000000000e+00,7.722047674233381044e-03,7.633419755846421184e-02,5.338058142490947899e-02,1.703911913117714047e-02,0.000000000000000000e+00,2.164214513645070295e-02,0.000000000000000000e+00,1.040518565054611849e-01,3.933588182326980959e-02,2.118322854974542813e-01,0.000000000000000000e+00,2.317216998326416741e-02
2.629429116058155588e-02,1.292515214259309098e-01,4.838656440332029796e-01,4.951126523061635809e-01,2.843350352868730460e-02,1.797430945123106305e-01,2.051558323423474661e-02,1.091127823232353355e+00,1.974538909662008901e-01,2.888599470706930128e-01,4.890662622610479349e-01,1.714655837068772629e-02,5.463631332796859558e-03,2.095245662531452779e-01,0.000000000000000000e+00,1.072816749933949536e-02,1.815550381797687018e-01,7.815478586463743549e-02,1.231331997591205013e-01,9.112443646031299872e-04,1.007064649159492786e+00,8.905696561655500332e-02,2.563734559772797850e-01,5.230011117549947762e-03,0.000000000000000000e+00,9.233177799228988293e-04,1.762541328746064784e-01,4.312221687421024380e-02,4.071186759572804795e-04,3.100922623424739455e-01,0.000000000000000000e+00,5.959563655585250475e-01,5.301774519311155953e-02,1.439594037427865680e-01,1.742637120933598072e-01,2.883946226785704184e-02,2.290728543623249125e-01,1.860877363640001114e-02,4.928341780322045146e-02,0.000000000000000000e+00,1.924407529139445308e-02,0.000000000000000000e+00,9.832948004316789670e-02,4.811731074307395994e-02,2.073431181576937746e-02,0.000000000000000000e+00,1.014139967808543735e-01,6.186646359532455008e-02,5.329358477202742472e-01,8.341345850745840451e-02,1.501354332546726671e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.712013108588471555e-02,5.604606541439038914e-02,1.335033882244205695e-02,2.605814082683612365e-01,2.980202375246439050e-01
3.289284985076745393e-03,2.529302995545686383e-01,1.124934529110698023e+00,2.040281384035711187e-01,2.224430664092968968e-02,1.331458678930414474e-01,1.678003299874209972e-02,1.821114663096268238e-01,0.000000000000000000e+00,1.340213490379580152e+00,3.936627141412912256e-01,2.779938232745393645e-02,0.000000000000000000e+00,5.395319143037043963e-01,0.000000000000000000e+00,2.810814831363417018e-02,3.669120451112752312e-01,2.687413615053271809e-01,1.195085463146894345e-01,0.000000000000000000e+00,7.739739157062505148e-01,2.344470601930776776e-01,5.761125338856173395e-01,6.586668999844220995e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.398071068879020995e-01,2.770221593922555722e-02,0.000000000000000000e+00,3.372406144389191174e-01,0.000000000000000000e+00,2.694365353701533849e-01,2.079330791361906350e-01,2.303737027402531778e-02,1.076460486029196945e-01,9.591609969098692859e-03,1.411505814772933687e-01,0.000000000000000000e+00,4.597664243943378609e-02,0.000000000000000000e+00,1.747603155871177427e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.831140602149325669e-02,3.464736270085656128e-02,5.240659704779073585e-03,2.235243882091302037e-01,5.496992009345771230e-02,2.402690578060312498e-01,1.663201741129668662e-02,0.000000000000000000e+00,4.089251014226970640e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.926909788402375590e-01,3.645540259392325566e-02,7.775202365299345442e-02,1.474641749691543886e-02
4.995324546288416184e-02,3.604298111903282004e-02,4.666287570622007497e-02,5.734682258720810027e-02,1.657571542781565571e-02,7.645080873284433587e-02,2.083753109586320151e-01,2.028072487854615247e-02,9.308973537695171274e-02,1.264853449835892096e-01,9.402985848200999530e-02,5.453412584611280062e-02,8.516224862773452697e-03,4.082657662208498128e-01,8.652335355409823681e-03,7.876025220174930064e-02,1.313188141518459584e-01,2.724402472236051032e-02,5.953272224361153692e-02,5.856840947656575917e-03,5.100907409296925876e-02,9.566749291919079967e-02,1.431421498328201147e-01,3.742800045259935676e-02,0.000000000000000000e+00,3.744504898543528706e-03,2.003537897774389231e-02,3.895173973081984126e-02,2.372589520570300980e-01,1.300241622103946726e-01,2.331722287111196411e-03,8.958965938181484914e-03,1.840334066196520624e-01,2.422368736281953205e-01,2.527523168470447446e-01,0.000000000000000000e+00,1.661718689806774563e-01,5.796433042923817419e-02,9.576431486018036413e-03,1.416312105121270148e-02,4.044540901347644379e-02,7.440211128016004094e-02,5.010878012741245419e-02,3.089458110008609995e-02,5.695734595289497770e-02,2.906688114523031663e-02,4.981409402397524167e-02,2.553208623757713402e-02,2.417642731784970175e-02,6.204586721509186553e-02,5.770930395702316557e-02,1.794347130916549042e-03,1.727420642640443635e-02,1.941016498320585412e-02,2.934614119015720168e-02,2.644499946057247627e-02,3.240505957289030459e-01,3.333324941091753146e-02
1.513125195842145887e+00,4.895007132546277950e-02,1.414154642786797256e+00,6.918251540708349190e-02,0.000000000000000000e+00,1.527676425994635601e+00,0.000000000000000000e+00,3.387599768943712064e-01,3.296228423443833822e-02,1.773910127636248335e+00,0.000000000000000000e+00,1.339785481243326026e-02,8.611501686547330392e-01,4.810829759845233061e-02,0.000000000000000000e+00,9.567752092541929876e-02,3.313639411362655218e-02,1.473924108578980596e-01,5.182408000832419009e-02,0.000000000000000000e+00,7.296796526849994580e-01,6.525337579761559814e-01,5.115673241684580708e-01,3.296173284184026886e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.344818620156962186e-01,9.994489492572530276e-01,0.000000000000000000e+00,7.383269403425453126e-01,0.000000000000000000e+00,3.083293494509089031e-02,5.528644167957405780e-05,2.458303559646715097e-01,6.063609758542384820e-02,5.195916282509419615e-01,8.026972842241736350e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.170221187606708985e-02,2.930138251449257783e-02,2.588615941569153908e-02,3.861828946768018026e-03,0.000000000000000000e+00,2.784825958374442193e-03,4.808932558178525274e-01,2.560449110224644609e-01,5.353987563233996161e-01,6.868982396606712615e-02,0.000000000000000000e+00,9.264315863041343649e-03,0.000000000000000000e+00,2.648601947251154609e-01,0.000000000000000000e+00,5.165478650639567793e-01,2.801114115773290503e-01,8.722873289754001780e-02,2.533741801700293839e-01
1.557640165205642635e-02,1.072840937216180901e+00,0.000000000000000000e+00,8.039025124263961264e-02,6.954071553174707709e-01,1.262149461240551218e-01,4.549981250322140958e-01,4.875759467255350206e-03,2.228420968648452405e-01,8.528526551519245713e-02,1.446058845102827541e-02,8.040981843989509353e-03,0.000000000000000000e+00,4.593138654546131683e-01,0.000000000000000000e+00,2.899104851924502735e-01,1.909234041904341594e-01,2.279358722430373518e-01,7.755170896693297511e-02,3.581620763372319553e-03,7.795547259147965480e-02,3.895442924333127888e-01,6.587211287204623733e-02,1.873978786777286965e-01,0.000000000000000000e+00,8.944943670959547288e-02,3.310311870994769173e-02,1.985455265935785057e-02,2.308572454441374863e-02,9.360941923305025891e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.463435513601543336e-01,3.303995020771481328e-01,4.270883997923642927e-01,0.000000000000000000e+00,3.953616570239972261e-01,5.234084184689543132e-04,6.111346441150558584e-02,1.918819241898636098e-03,5.400076271903697656e-02,1.590266099516800535e-01,2.477447187170451759e-01,2.182979672355393197e-01,3.113218701820644196e-02,2.298361368405350824e-02,1.502160697849569361e-03,1.937188161525522645e-01,3.075484851783462023e-02,1.744045070878888493e-02,2.873981619738099139e-02,6.187062940024134171e-03,0.000000000000000000e+00,3.444728911114770808e-02,1.898496767611358715e-01,0.000000000000000000e+00,2.970854215702181667e-01,4.750338810670942657e-02
9.571085568646164887e-02,1.601163166554332440e-01,3.789159340116828728e-02,4.800434185702932149e-02,1.734463837322627530e-02,8.918668304565692539e-02,1.148524192039808954e-02,2.833190744614265053e-02,6.237270150115273304e-02,6.303039496841932043e-02,9.266666291019269586e-02,4.959679630524160832e-02,1.259601452493858652e-02,4.197847985036511353e-01,3.859859465420217156e-02,2.517421048431628741e-02,1.155849859910534488e-01,3.066223991879163738e-02,1.480679342590193563e-02,3.492843296018859761e-02,7.730785250725139002e-02,3.147559731646574349e-02,1.104795678628916339e-01,2.180298487127970992e-03,2.552743073454050247e-03,2.923468877537338181e-02,7.067487358739123204e-02,3.606266495796991989e-02,6.093684121525825420e-02,6.494867509950490170e-02,6.455787616808372764e-03,6.406404341790501722e-02,1.922083600996712591e-02,1.737240172572575639e-02,4.000931707781847126e-03,6.655274593376293846e-02,7.115580753906355915e-02,2.147110882124862730e-02,1.949333345296662759e-02,3.172706235916100421e-03,3.957961872192605063e-02,6.582581658366883082e-02,1.266494831730582971e-02,1.543747592607754536e-02,3.859299210191756424e-02,5.766171423773513299e-03,7.512757833252606786e-03,1.193730570887820142e-02,7.855561745882012892e-02,2.608918213191955063e-02,4.066645071363376301e-02,1.298756227032484174e-02,6.932895403485767050e-03,3.843351162581402219e-02,5.781668276621244190e-02,3.181754479274834929e-02,1.172371590740110305e-02,1.456100866643788433e-02
