3.637010558200986510e-01,4.790205555444953522e-01,2.413492790404078436e-01,1.206056306502436247e-02,1.226345292166366036e-01,0.000000000000000000e+00,1.483250517231353253e-02,8.985497503693317123e-01,2.246148672924219714e-02,1.959487987390957364e-01,7.299054885890141064e-02,1.515101421858099963e-02,4.796854879809027139e-01,0.000000000000000000e+00,1.362452867733503215e-01,6.808705787223147399e-02,2.027349589573200772e-01,5.288658758712760227e-02,1.904029060671350304e-01,1.206977999520454786e-01,2.281646904588607513e-02,2.536009999230797243e-02,9.747690136063774657e-02,2.436388163612899227e-01,8.244079738711534988e-02,1.181591838759719947e-03,2.425174219808501341e-01,1.617179577561436987e-01,2.363537636042080115e-01,8.031981945723670746e-02,4.451350521982046921e-02,8.781252666455541256e-02,0.000000000000000000e+00,1.971112369111426878e-03,2.779825355154376745e-02,5.576646596177350229e-02,2.355071250306342567e-02,4.322691567914838801e-02,1.398333070090176655e-01,2.119552862528735204e-01,4.488392706289642820e-02,8.498479468611090659e-02,8.353544797896661489e-02,0.000000000000000000e+00,8.667119785223441342e-02,2.223458178630780338e-02,9.299177850417454649e-02,1.846671311641664148e-01,2.316322091085764312e-01,1.573786128780672311e-01,9.360076164277213173e-02,2.041746353299773442e-01,1.297111945399098965e-01,3.092888663085397241e-02,1.482649702811641990e-02,2.511108272298328559e-01,2.855913738704127791e-01,0.000000000000000000e+00,5.310727889707379107e-02,5.884613918877461963e-02,8.914606712096456720e-02,2.189745976939423411e-01,1.246977771091588166e-01
1.733228662859764152e-02,4.961785001203844470e-02,2.096952640884141017e-01,7.668039811047431230e-03,2.279905026429776549e-02,9.188073655612415125e-02,6.194821383533423431e-03,1.637409033894077215e-02,6.250673008241663942e-02,2.777122723771355620e-02,2.790292726466895787e-02,1.294491850079093967e-03,3.378729683431262037e-02,7.952137243562980295e-02,2.503024692609108807e-04,2.868102563211438749e-02,2.140665347117083617e-02,2.345118156951351077e-02,2.067529258788026666e-02,6.452719563394179736e-02,2.001216360159433980e-02,1.471669222684690755e-02,2.077210593742486941e-02,2.902833999984127944e-02,1.657130193682811864e-02,1.030247930439122210e-02,5.919894878918374043e-02,1.327989063721156555e-02,4.267880717061568047e-02,1.196702289516868821e-02,4.619288767598248718e-02,2.190188686691008427e-02,1.597972958311639699e-02,1.476544752314544635e-02,9.971041037340002550e-03,4.837772050003414509e-02,1.960124573414445334e-02,1.007140530332227973e-01,1.593898558174914881e-01,4.852237562800561926e-02,9.101613909471275785e-03,3.015697758171850471e-02,1.742748117320098641e-02,1.148544041559284266e-02,7.457053033492232370e-03,0.000000000000000000e+00,9.436027334326043889e-03,4.990404846500046815e-02,3.293801240055798524e-02,1.188713156486068644e-02,0.000000000000000000e+00,4.610617285973893885e-03,7.157304301317575501e-02,5.079859892219054651e-02,1.225160868889652900e-02,5.453358711673585851e-02,5.948202881345267951e-02,1.012405360194374021e-01,2.657534729056251765e-02,3.115246801031923071e-02,9.691272504530445975e-03,3.995046875938684100e-02,1.785564036346268604e-02
1.661713089609811178e-01,1.709849828512042258e-01,1.558142485525212950e-01,2.387513827243629896e-03,5.616281828708972329e-02,1.318537167313441364e-03,3.079686241319503845e-02,8.223323238802941748e-02,7.615634737237735041e-02,5.496211998273483473e-02,6.425715094628436680e-05,2.145769904287595300e-02,1.187249616520515416e-01,1.821560586318251435e-02,2.653514505079454435e-03,8.085460919406912972e-02,1.326325210563249896e-02,4.446831077965212459e-02,9.314692673148533553e-02,3.544098558344995625e-02,2.929121119727389963e-02,5.363893233989621735e-03,5.629190199706798209e-02,2.561085529796425318e-03,5.026562990478758430e-02,2.537657074588907380e-02,5.465532697912258570e-02,3.795569118058489400e-02,5.700723839440652307e-02,7.205020600906443529e-02,5.905273152776516210e-02,3.242017791724392806e-02,2.368872213883161867e-02,4.109651875227179202e-02,1.048933383068786050e-02,4.456683848216321658e-02,8.927632108441745096e-02,4.418187585723212102e-02,1.224818675455505157e-01,8.131838233188083687e-02,2.393796239364085268e-02,6.002204990692994180e-02,9.438571822869694372e-02,8.269205856311667366e-03,3.111927267372187680e-02,3.824430639517063801e-02,4.207662246412138124e-02,6.211295201117584402e-02,2.607792816129701416e-02,6.637929323234693924e-02,1.039860430707928579e-01,6.286311522255985662e-02,1.399707159289644530e-02,1.228157274752431499e-01,4.980950933903422612e-02,2.109512321254169986e-02,4.579706217559493392e-02,1.131121830612786816e-01,2.167176190413685685e-02,3.002275704708004880e-02,2.587943248781360284e-02,1.121942710907987001e-01,4.040091301334673701e-02
6.196482446518766229e-01,3.149745458119839747e-01,0.000000000000000000e+00,6.137041648771005692e-02,1.201167016681875394e-01,1.646652432243518871e-01,4.414829491316547144e-02,6.635582298579513205e-01,6.567641351648445536e-03,2.119827801181005389e-01,2.307165785275347158e-01,4.194837171309274276e-02,2.951248032366826091e-01,0.000000000000000000e+00,1.919655527491501493e-02,2.954020818564067619e-01,9.618908757457940439e-02,1.799612662392459025e-02,5.937147812820554593e-01,3.235022495906942908e-01,2.592761593486970703e-02,6.605549339922818508e-02,1.579784536479000023e-01,8.527067650731604822e-04,2.189934238278854264e-02,0.000000000000000000e+00,3.184137656493355450e-01,1.503397221434564779e-01,3.546895358309851837e-02,1.283644598599062159e-01,1.176603907277415234e-01,1.755557731188202688e-03,1.962292610306112968e-03,9.368873996986466779e-02,6.747665718958281711e-03,8.654894887215479338e-02,1.114874605592167667e-01,6.352996234232956285e-02,0.000000000000000000e+00,2.219711462608122687e-01,1.812411632074811645e-03,5.428736044721768628e-02,1.374235675658772027e-01,4.377958460825609466e-02,6.415207213228708849e-02,1.833602187101647909e-03,1.318757838021895612e-01,1.142545998527489531e-01,5.508729300679567585e-03,1.141749439062734045e-01,1.503805454660616658e-01,2.449684113418503228e-01,1.510968468844446633e-01,0.000000000000000000e+00,1.347705042114592799e-01,3.906650805777711621e-01,1.457913945925495003e-01,1.183514820600116424e-02,7.947318752899272531e-02,1.478733633240722316e-02,2.243545578014752295e-02,3.054843651383887804e-01,9.147657053914866332e-02
7.808091171151184673e-01,5.372860672268267024e-01,1.359524823752224221e-01,0.000000000000000000e+00,1.086183409793985838e-01,8.549493689218538861e-02,5.998486605098418689e-02,1.656335580324182211e-01,8.574204817180075544e-03,8.738339596047055291e-02,2.071453024856172442e-01,1.683045877250128816e-02,4.588900786816864641e-01,0.000000000000000000e+00,1.487384873353118746e-02,1.558304792001106720e-01,6.624807588616898890e-01,1.331472763391683689e-01,4.296772721885515622e-01,2.218141271184315422e-01,1.755286311124586857e-02,1.097547681024974464e+00,5.341129528820046796e-02,3.419642997523399813e-02,1.103578261427888146e-01,0.000000000000000000e+00,2.704290237845464184e-01,6.959406979917491520e-02,3.870636188219273022e-02,1.478078480281957430e-01,1.634095891622515742e-02,3.063433886513953000e-02,1.524307891191854780e-02,1.950381219426437218e-01,2.344459336103953684e-01,2.819538847252474056e-01,1.547035526548359297e-01,1.143348203619900944e-01,3.614193264419494900e-02,3.969043687633799222e-01,1.481021105786836378e-01,7.862284478590407522e-02,5.161130673068856783e-02,8.765401996152595229e-03,3.077444816313481754e-02,2.673117836617436641e-02,5.712136786041943637e-02,1.998341265678995615e-01,7.621481183104025260e-03,3.439676341636447882e-03,1.629568198931784784e-01,1.094359543821995101e-01,1.360244934489788504e-01,0.000000000000000000e+00,1.113727669889412186e-01,1.935929348353525314e-01,2.697459608874632972e-02,0.000000000000000000e+00,2.945425648460829257e-02,1.076486218162977654e-01,3.180601327914034816e-03,3.311598281925987042e-01,2.989658169442590066e-02
1.464450094251672496e+00,1.228108434974517715e+00,3.114323348145618398e-01,2.333246133915245490e-01,1.535600635631701738e-01,0.000000000000000000e+00,4.462744661265327650e-01,5.801063640959166490e-01,4.160559205320268905e-03,2.267008203280013456e-01,4.553561386720969550e-01,2.768723228029300321e-02,8.679876584034135201e-01,0.000000000000000000e+00,2.846182701167096485e-02,4.397785952923520258e-01,8.051747733422899289e-01,3.460013376824842002e-01,6.918170525430035189e-01,2.765501605625184101e-01,3.518936941115865386e-02,8.237132542163124738e-01,1.580416347899874785e-01,0.000000000000000000e+00,2.442899089743685304e-01,8.590540499662679963e-02,4.628050500460716421e-01,1.271353527948294593e-01,2.133599270694465366e-02,2.335724991597486477e-01,1.503951854443712766e-01,7.570187254698125534e-02,0.000000000000000000e+00,5.949961175674696179e-01,2.643450864751313856e-01,7.995850955025162188e-01,1.092578970535525995e-01,2.748787415187319838e-01,1.302442939970988589e-01,6.550854226727000906e-01,1.924830584532490618e-01,2.363816447032156542e-01,3.892763200474787522e-01,8.540604803197055991e-03,1.806842053930536249e-02,2.020499933218877775e-01,9.020872722304097702e-02,3.579357393838617507e-01,5.915060652724703043e-03,6.467502602723880327e-03,2.435878475362919238e-01,3.660253459500233397e-01,1.986994040615408796e-01,0.000000000000000000e+00,1.754929157505291937e-01,4.067922801013852396e-01,1.242644136464096799e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.497910966164799351e-01,0.000000000000000000e+00,7.583283862624230487e-01,1.226765796081491916e-01
9.025489995134955423e-02,1.703916505162989259e-01,7.779003390498716308e-02,2.078498619854756216e-02,7.981339500060453951e-02,0.000000000000000000e+00,3.853493730652837040e-02,1.154156199275336164e-01,4.018287280395963119e-03,1.092890777903673255e-01,7.984427254971383781e-02,1.993931626559882105e-03,6.942467535302700166e-02,1.072871927597549013e-02,4.416243075413271019e-02,7.892123974273841658e-02,3.684310122185143616e-02,7.061606331366422802e-03,9.786296334001552688e-02,3.878611004690751818e-02,0.000000000000000000e+00,2.277073934295487448e-02,2.500630149258708038e-02,3.896206903468407007e-02,1.915582699399022773e-02,1.672098989434746275e-02,7.336385905637791971e-02,1.071849281305182339e-01,2.036564590232685379e-02,2.108596089663991938e-02,4.949876965759666958e-02,1.962059373621552472e-02,3.657963651446777958e-02,0.000000000000000000e+00,2.171787851636980751e-02,2.426955132661834380e-02,3.352802358789618714e-02,1.845232374421089047e-02,9.639917696575052430e-02,4.903439788380387770e-02,4.104179140251957431e-02,8.644957963342577573e-03,1.865956578896172183e-02,2.792337062325678243e-02,4.901100613559664781e-02,5.182014536049339010e-02,5.139586462740711875e-02,1.620870470970731114e-02,0.000000000000000000e+00,1.213119177934997815e-02,4.045709550841387198e-02,1.356623854659964046e-01,8.641616694403786436e-02,8.411004205134227016e-03,1.439162815400542479e-02,7.080956065918897480e-02,7.407068182118003996e-02,4.117341927810563157e-02,4.539164785287237019e-02,5.537862486847899834e-02,1.770703702756401890e-02,1.199679475489862090e-01,1.644522788784448519e-02
7.700005011140119704e-01,9.286615100422462854e-01,1.128513944070489994e-01,5.376915839890293869e-01,3.800444302409024255e-02,2.344095484863347248e-02,3.578068010182051673e-01,2.693422135352389613e-01,6.670563923274007608e-03,1.169989919101862702e-01,6.242504403778951355e-02,3.507931739910716273e-02,2.724031682055619852e-01,0.000000000000000000e+00,2.918241176646358959e-01,2.109913176913874311e-01,3.179089316262885823e-01,5.564459767190994138e-02,3.446278400876585657e-01,2.564156745017573402e-01,0.000000000000000000e+00,1.201231520527814428e-02,1.736143042685721893e-01,3.294633766247429540e-01,2.672977639227832047e-01,8.372717420930581023e-02,2.335182133559306206e-01,8.717931906378617590e-02,6.986569301601025517e-02,1.055345426809902315e-01,2.957472742776706080e-03,2.910544372890558340e-02,1.488534559486863473e-01,2.827336184502137750e-01,0.000000000000000000e+00,3.645447366761289110e-01,2.863794581066919989e-02,8.691748393030862552e-02,4.612523562557258039e-02,3.460977674505290036e-01,2.770415104352562108e-01,8.616606191759750011e-02,1.668271185142720103e-01,2.483468826070877322e-01,0.000000000000000000e+00,9.461701216586551957e-03,2.029775276976258057e-03,3.056780592920453898e-01,0.000000000000000000e+00,7.271246513866950166e-03,1.994084069564674155e-01,2.182478543041258268e-01,4.859592920248859832e-02,0.000000000000000000e+00,8.959756094311781272e-02,3.384109246298110940e-01,2.173743972864684848e-01,0.000000000000000000e+00,2.527055633825187378e-04,6.281171049825982067e-01,3.055639809228229975e-01,3.746436941512209517e-01,1.347560803039543897e-01
2.654509185894111667e-01,4.177505312623812084e-01,2.339973146209580745e-01,1.971069609957520896e-03,1.416357425919547441e-01,4.312898736961962715e-02,6.676429744881885731e-02,4.204221627282634377e-01,6.896884986804194262e-02,1.429182233466475271e-01,6.052308012882045007e-01,7.176970908243017651e-03,2.744034372752276463e-01,0.000000000000000000e+00,3.052287451913832453e-02,1.296823909894164184e-01,3.942433080954719886e-03,1.795410423880267753e-02,3.125299904029801845e-01,4.941739860736539813e-01,1.438266898249000447e-01,3.432109043153015043e-02,3.826102620426696105e-02,1.722155145489508710e-01,4.427333015056986176e-02,2.230874460631630807e-03,3.559310728776036714e-01,3.895604906406251872e-02,3.879443968934594977e-01,9.836966415084284765e-02,6.985147222737826157e-03,1.722208486462588339e-01,0.000000000000000000e+00,1.673147386351012860e-03,2.677762746388250847e-01,1.622764321475418312e-02,4.670796555926034349e-02,7.305260256847835587e-02,7.686411025423371679e-02,1.554828149369880952e-01,0.000000000000000000e+00,4.674707468564948121e-02,8.099463992349069386e-02,0.000000000000000000e+00,1.530006720358716432e-01,1.019921719756540848e-02,1.324635320260914850e-01,2.847211402730294716e-01,3.390628850463237726e-02,2.560491064943100081e-01,1.636124266012709549e-01,1.336888043241606649e-01,1.143487128412594839e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.623279385306913181e-01,4.849733745417191683e-02,1.970461259457086459e-02,8.648336931587327636e-03,6.896593947860134299e-02,4.387305256067600828e-02,2.568573857821658812e-01,1.029934374769207600e-01
0.000000000000000000e+00,5.047887340448255905e-02,9.109238601598325380e-02,4.226387878844219473e-03,6.172799463852975642e-03,1.074157116462523404e-01,5.376487731422913835e-02,4.739312926047112295e-02,2.190218889915201972e-02,5.300414691245878412e-02,8.590080722866700463e-03,5.525817616900972201e-02,2.901705489303555222e-03,2.194023262091828741e-01,1.598287217977923183e-02,2.370778080215374742e-02,9.629702864240792179e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.515552484572285488e-02,1.290633765444009623e-02,6.343114231785200452e-02,1.297004858379556492e-03,3.054772445910732340e-02,1.900089825370325893e-03,4.148195839439375136e-03,6.921875622573215280e-03,1.733341832808498253e-02,5.181468414766249309e-02,1.874926165468272440e-02,1.579817401922391706e-03,9.866429103988164778e-03,1.122064305324658867e-01,1.844443099507802122e-02,2.209967062225641141e-02,1.811479184837260295e-02,1.349778941055815350e-03,3.237779379116851458e-02,8.614418499206062674e-02,1.187214735777834297e-02,2.253980461277714856e-02,2.053652944712582029e-02,1.140430009340100310e-02,3.075672465079794249e-02,1.348406351712707306e-02,1.008315583016582834e-02,1.893846894099063261e-02,3.857375161589557400e-02,4.048834867908766150e-02,4.331626961965318739e-02,2.649683223963522627e-02,0.000000000000000000e+00,1.974861861970336405e-02,2.168827729122192460e-01,7.934104781090816141e-03,8.406947730125064258e-03,6.355225823029163855e-03,1.218891635619362562e-01,3.884905168202591047e-02,3.693676653991235376e-02,4.110825377567298156e-02,8.021944783076969190e-03,5.057643850458351867e-03
