1.206056306502436247e-02,1.483250517231353253e-02,8.985497503693317123e-01,2.246148672924219714e-02,6.808705787223147399e-02,2.027349589573200772e-01,1.206977999520454786e-01,2.281646904588607513e-02,2.536009999230797243e-02,1.181591838759719947e-03,2.363537636042080115e-01,8.781252666455541256e-02,1.971112369111426878e-03,5.576646596177350229e-02,4.488392706289642820e-02,2.316322091085764312e-01,1.573786128780672311e-01,5.884613918877461963e-02
7.668039811047431230e-03,6.194821383533423431e-03,1.637409033894077215e-02,6.250673008241663942e-02,2.868102563211438749e-02,2.140665347117083617e-02,6.452719563394179736e-02,2.001216360159433980e-02,1.471669222684690755e-02,1.030247930439122210e-02,4.267880717061568047e-02,2.190188686691008427e-02,1.476544752314544635e-02,4.837772050003414509e-02,9.101613909471275785e-03,3.293801240055798524e-02,1.188713156486068644e-02,3.115246801031923071e-02
2.387513827243629896e-03,3.079686241319503845e-02,8.223323238802941748e-02,7.615634737237735041e-02,8.085460919406912972e-02,1.326325210563249896e-02,3.544098558344995625e-02,2.929121119727389963e-02,5.363893233989621735e-03,2.537657074588907380e-02,5.700723839440652307e-02,3.242017791724392806e-02,4.109651875227179202e-02,4.456683848216321658e-02,2.393796239364085268e-02,2.607792816129701416e-02,6.637929323234693924e-02,3.002275704708004880e-02
6.137041648771005692e-02,4.414829491316547144e-02,6.635582298579513205e-01,6.567641351648445536e-03,2.954020818564067619e-01,9.618908757457940439e-02,3.235022495906942908e-01,2.592761593486970703e-02,6.605549339922818508e-02,0.000000000000000000e+00,3.546895358309851837e-02,1.755557731188202688e-03,9.368873996986466779e-02,8.654894887215479338e-02,1.812411632074811645e-03,5.508729300679567585e-03,1.141749439062734045e-01,1.478733633240722316e-02
0.000000000000000000e+00,5.998486605098418689e-02,1.656335580324182211e-01,8.574204817180075544e-03,1.558304792001106720e-01,6.624807588616898890e-01,2.218141271184315422e-01,1.755286311124586857e-02,1.097547681024974464e+00,0.000000000000000000e+00,3.870636188219273022e-02,3.063433886513953000e-02,1.950381219426437218e-01,2.819538847252474056e-01,1.481021105786836378e-01,7.621481183104025260e-03,3.439676341636447882e-03,1.076486218162977654e-01
2.333246133915245490e-01,4.462744661265327650e-01,5.801063640959166490e-01,4.160559205320268905e-03,4.397785952923520258e-01,8.051747733422899289e-01,2.765501605625184101e-01,3.518936941115865386e-02,8.237132542163124738e-01,8.590540499662679963e-02,2.133599270694465366e-02,7.570187254698125534e-02,5.949961175674696179e-01,7.995850955025162188e-01,1.924830584532490618e-01,5.915060652724703043e-03,6.467502602723880327e-03,6.497910966164799351e-01
2.078498619854756216e-02,3.853493730652837040e-02,1.154156199275336164e-01,4.018287280395963119e-03,7.892123974273841658e-02,3.684310122185143616e-02,3.878611004690751818e-02,0.000000000000000000e+00,2.277073934295487448e-02,1.672098989434746275e-02,2.036564590232685379e-02,1.962059373621552472e-02,0.000000000000000000e+00,2.426955132661834380e-02,4.104179140251957431e-02,0.000000000000000000e+00,1.213119177934997815e-02,5.537862486847899834e-02
5.376915839890293869e-01,3.578068010182051673e-01,2.693422135352389613e-01,6.670563923274007608e-03,2.109913176913874311e-01,3.179089316262885823e-01,2.564156745017573402e-01,0.000000000000000000e+00,1.201231520527814428e-02,8.372717420930581023e-02,6.986569301601025517e-02,2.910544372890558340e-02,2.827336184502137750e-01,3.645447366761289110e-01,2.770415104352562108e-01,0.000000000000000000e+00,7.271246513866950166e-03,6.281171049825982067e-01
1.971069609957520896e-03,6.676429744881885731e-02,4.204221627282634377e-01,6.896884986804194262e-02,1.296823909894164184e-01,3.942433080954719886e-03,4.941739860736539813e-01,1.438266898249000447e-01,3.432109043153015043e-02,2.230874460631630807e-03,3.879443968934594977e-01,1.722208486462588339e-01,1.673147386351012860e-03,1.622764321475418312e-02,0.000000000000000000e+00,3.390628850463237726e-02,2.560491064943100081e-01,6.896593947860134299e-02
4.226387878844219473e-03,5.376487731422913835e-02,4.739312926047112295e-02,2.190218889915201972e-02,2.370778080215374742e-02,9.629702864240792179e-03,2.515552484572285488e-02,1.290633765444009623e-02,6.343114231785200452e-02,4.148195839439375136e-03,5.181468414766249309e-02,9.866429103988164778e-03,1.844443099507802122e-02,1.811479184837260295e-02,2.253980461277714856e-02,4.048834867908766150e-02,4.331626961965318739e-02,3.693676653991235376e-02
