0.000000000000000000e+00,1.051601036927035437e+00,9.314204415709405049e-01,6.443771431136964267e-01,4.615728693794001192e-01,2.152430476454681232e-02,8.645808235391266861e-02,6.543214695874717546e-02,4.059755872908791807e-01,6.994639700053678633e-01,3.522656035769007599e-02,2.184096011253416625e-01,9.161029772006047400e-01,0.000000000000000000e+00,3.860543221379099665e-01,4.034641804220744365e-01,6.261325199748325743e-02,1.966258923330240285e-02,2.159598966052072022e-01,0.000000000000000000e+00,9.639257758180131558e-04,0.000000000000000000e+00,3.085247722797609601e-02,3.978567531421504100e-01,8.465005702965809967e-03,0.000000000000000000e+00,6.178366128958385356e-02,0.000000000000000000e+00,1.182086874442260099e-01,7.147451691489904724e-02,2.635385218218054201e-02,4.905367287890236017e-02,2.861141386027707401e-02,0.000000000000000000e+00,4.154901199444209492e-02,3.813069597655252552e-02,4.585320877056850257e-03,1.123861620432539815e-01,5.291587729440682709e-03,4.961261056538896624e-02,0.000000000000000000e+00,2.838571589494274724e-02,5.077534467614795988e-01,6.993540208500936828e-02,3.559752231639968373e-02,1.977567375917474168e-01,0.000000000000000000e+00,1.306964661910389458e-01,4.003901313297926756e-01,5.022682306619489223e-01,8.064111594336591249e-02,0.000000000000000000e+00,5.575716849339057424e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.111707883033265398e-02,1.412741164991585252e-01,1.155309753056047439e-01,1.503690843214014472e-02,4.285460846589805167e-02,3.839091915534280103e-03,1.784823720554964133e-01,3.348290825500038759e-02,7.663644317128857908e-02,1.776241346070840388e-01,4.700766290459654217e-02,2.954381571504757775e-02,3.450073598071565911e-02,2.109176033353410418e-02,7.214804689731818543e-02,1.859283340127033946e-02,1.721366515000206376e-01,1.378422759048218878e-02,2.424646499445846926e-01,4.851350249584897995e-02,5.476004833132261940e-01,1.210247112404754140e-02,7.973784814266889065e-02,1.061766444055826514e-01,1.104289265499289741e-01,1.199420205628218272e-01,1.062786045598858031e-01,1.018484480307121041e-02,4.882395559612257019e-02,6.808009347828970770e-02,5.561014880200593896e-02,0.000000000000000000e+00,5.342410345049664749e-02,1.121326635766431296e-01,6.551878998615047467e-02,5.664059063733021399e-02,5.792598181564858478e-02,8.815155385817270706e-02,2.368439458971530534e-02,3.971486019201250078e-02,1.028506767451016664e-02,6.427055461642557088e-02,9.643238326435661645e-02,4.021557530916523154e-02,6.202833531451520423e-03,9.219424808333416196e-03,1.598099510816655341e-02,3.094076150611309653e-02,5.081040969890108366e-02,0.000000000000000000e+00,4.896536070557042791e-02,6.834960582903289172e-02,0.000000000000000000e+00
4.924582059788762400e-02,4.217589525308829135e-02,1.071220177977479926e-01,3.098110082963489997e-02,4.522589291019477042e-02,2.988962806081920179e-02,5.560920242320580714e-02,6.442265859260880301e-02,2.440697752129629763e-02,3.622800025028270754e-02,5.121231340954928574e-02,9.822823858403605113e-02,8.393260551016169801e-03,4.034298682426818577e-02,3.991127554675619887e-02,1.974604382672704925e-02,4.089157255725779649e-02,5.065494228819803629e-02,3.414760961308154624e-02,1.222336957764951354e-01,4.835778377136729089e-02,9.051174987338127254e-02,2.827226811028112075e-02,7.737108235126177735e-02,6.489925500820033222e-02,4.545209633586329984e-02,2.608491735229677075e-02,5.956266222652198405e-02,2.830977459926808937e-02,5.242264264396522683e-02,4.942208712884730432e-02,3.032189632698745543e-02,1.619312249219458100e-02,9.730821689669572061e-03,2.917926126113693994e-02,1.380558304665304055e-02,1.455198607903659958e-02,4.358108524387369065e-02,4.776280572259809093e-02,5.930793240577680175e-02,3.573459730850223059e-02,4.946911058631411201e-02,1.039759619779325184e-01,2.262441689661798608e-02,1.074377309946946725e-02,3.335934512523029694e-02,2.002895911775108215e-02,2.301214983848910364e-02,2.935186809684172185e-02,6.818119661699656442e-02,6.379429719136653354e-02,6.795337823905760188e-02,2.660883662613493239e-02,9.790822411622610369e-03
1.515752153243357936e-01,3.391308855094907898e-02,2.877555714765268058e-01,1.290671733905348839e+00,1.948499644500855388e-01,5.343012804989401808e-03,4.578959366448150381e-01,7.729761458757555825e-02,6.858917406003410544e-02,4.444412743609407052e-02,7.061926194861602168e-02,1.113987059376393834e-01,4.738280831202056759e-02,1.005700509422727739e-03,5.822548553627915346e-02,6.376623272677416077e-02,2.002571215469904631e-01,9.737100801664548555e-02,1.023356290379735523e-01,5.053776067916234543e-02,1.669667091661885816e-01,5.913876140361750550e-02,7.344724640147744232e-02,4.785615933018625423e-01,5.270141074662814534e-02,9.419513905244898677e-02,2.048348415761630861e-02,3.837043452434520108e-02,1.300607320117246335e-01,4.928487111139190358e-01,1.476114658778556743e-01,1.598269584666249174e-02,3.325237856526606223e-02,5.643870508201665045e-04,1.023762182307491261e-02,5.033464363514666799e-03,2.049654112427163125e-02,5.738006027822548094e-02,4.479707258945458959e-02,4.521462583055491785e-02,2.609496308825903430e-02,8.779608717026802026e-03,3.069950285074025120e-01,3.967692583561684833e-02,1.876187009787948501e-01,1.003048673755005003e-03,0.000000000000000000e+00,5.769463160553058544e-03,2.619399387295148415e-02,1.165454462830867177e-01,7.949102081474511416e-02,1.566424542672253560e-03,1.578987939224736278e-02,3.381076821490184691e-03
1.357485330178735128e-01,3.499498072208093169e-02,1.267127769255107228e-01,8.482223347915944858e-03,1.223735884199234070e-01,6.201261792572102145e-03,3.207152433548485226e-01,6.853182963213687307e-02,7.506759585384038536e-01,8.746342807972473654e-02,1.383683354627322781e-01,4.021823988083381152e-01,3.678338493982550444e-02,7.071075866541356482e-04,1.232880075369806372e+00,5.379422581622443911e-01,1.267232983693324710e+00,2.501804320748626798e-01,1.553718501189943479e-01,1.051317827713234149e-01,4.734277441015310450e-01,7.185847650642400442e-02,0.000000000000000000e+00,2.977883338946878955e-01,4.816425350505513375e-02,2.774437950203328951e-01,7.014857898683545976e-04,5.377474685370241952e-02,2.027489874356457056e-01,4.158698596973946227e-02,1.181525319132585988e-01,3.691462449277378710e-02,1.665385922444989342e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.202104858639950646e-01,1.443074924347328460e-02,7.209205583906848347e-02,7.923709742967280714e-03,9.631097583156078903e-03,7.668473287187584086e-02,3.040514471462987256e-01,4.391381140682090733e-01,3.408983153183056669e-01,1.458104299977427097e-02,3.545708185761787257e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.421708703725452494e-02,4.457651718891517123e-01,5.399572162844908790e-02,6.157030979872930160e-03,1.229173744270944946e-02,2.619867484896793927e-02
7.788159919626898298e-02,6.465558164873247415e-02,8.570390566438824964e-02,2.512526964956012798e-01,1.345114756410474566e-01,0.000000000000000000e+00,7.569828366001895015e-01,4.654415801596559904e-02,6.954087939621799164e-01,3.973880340658901278e-01,3.817678345192946493e-02,1.444883446582170272e-01,1.351628973968236336e-01,0.000000000000000000e+00,6.691859462653991786e-01,2.029639386265929824e-01,7.309989163864106798e-01,7.718385659436747259e-01,4.379494183745134134e-02,8.857935656485582676e-02,1.058727844358663628e+00,2.506684874679740993e-01,6.955557395438599633e-02,3.861686757837863859e-01,5.138312202206405527e-02,9.835366689716169841e-02,9.781793528706996205e-05,5.874008381437204745e-02,1.707662250427203210e-01,3.757775661852792021e-02,5.850836918515619489e-01,3.732348101918436106e-02,9.870466185190825137e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.788010790679580908e-01,6.903541777690266890e-02,2.755327100603876742e-02,0.000000000000000000e+00,7.410208076538180684e-04,2.964919572524895089e-02,8.746018296734792141e-02,5.538336702323800598e-01,6.262699790446384362e-01,6.249622703004222707e-02,4.587999954316286377e-01,0.000000000000000000e+00,3.961362249051528922e-02,1.059808767747832080e-02,8.007989716631169763e-01,7.067960161321446000e-01,0.000000000000000000e+00,9.986988478676015954e-03,3.197135765989823908e-03
5.061340514668369317e-02,7.507888402307737186e-02,4.056890038763907858e-01,9.562494072522192967e-02,7.768358338494007510e-03,1.034008384636347228e-02,4.168818384079289729e-02,1.067533185057209649e-01,5.888476137511217123e-01,3.268198355753410556e-01,1.820848100870886555e-01,1.171343624543173534e-01,3.707838132584836965e-01,3.726712085142825509e-02,3.740357611608568361e-02,2.254875051370736072e-01,2.466699823084730903e-02,5.533043747869486467e-02,1.072275164222122878e-01,9.497850761694004440e-02,4.182404335085435076e-02,1.533727726056169187e-02,0.000000000000000000e+00,1.379590817339064468e-01,3.660803506022521081e-02,9.508154808657330592e-02,4.705770831878957824e-03,9.092266472223019258e-02,0.000000000000000000e+00,6.294988386125109636e-02,1.651116634223704499e-02,1.701398206014978209e-01,2.765378840634465096e-02,1.629316546001392330e-04,4.488160248087763593e-02,0.000000000000000000e+00,8.130739663977448739e-02,5.573924019004403846e-02,4.070318053446244505e-02,1.491936125372642641e-01,6.250916385301144573e-02,6.193901069622908487e-04,1.855266335661214516e-01,9.505719674622063742e-02,2.019112595541455030e-02,2.604148140646336262e-01,0.000000000000000000e+00,2.619340586442105503e-02,3.905480863258934537e-02,2.961299912891034447e-01,3.813567431560353077e-02,6.441501891928513857e-02,6.031008687177759169e-03,2.950592571129152905e-04
7.458607043614361443e-01,1.510094188158971618e-01,9.878299461060426057e-03,2.039553624287970823e-01,5.081604537833861457e-02,5.278240514516437804e-02,1.683188241247236761e+00,1.409638094639143044e-03,4.471258101158437186e-03,4.235304999585709496e-02,8.285141224039312483e-03,1.013024211955339426e+00,1.940385520374844283e-02,7.348637261154866707e-02,1.922010874150742454e-01,6.666086571477741751e-01,5.491187370033841914e-03,9.913991872877231382e-01,2.563608490789122674e-01,1.640073899327712179e-02,9.505624259143790056e-01,0.000000000000000000e+00,2.597756065300436609e-02,2.790914604063504112e-01,5.236387987217786533e-01,8.198035456739149324e-03,0.000000000000000000e+00,6.318557030620604031e-01,3.879516972234235972e-01,0.000000000000000000e+00,8.203939819310278603e-01,7.449486666668841961e-02,6.827590035299434534e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.538678463703915568e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.657590423712713701e-01,7.787206754750450322e-02,6.563352612228089411e-01,1.770173195745283756e-02,2.544640320084366469e-01,1.060665220234288553e+00,4.440477344276324428e-02,2.970014412184605445e-03,0.000000000000000000e+00,6.540594547368781819e-02,9.660398005428566179e-03,2.811784002916670744e-01,1.472320843612470398e+00,0.000000000000000000e+00,6.780640672485412912e-01,8.765654653117745942e-01
7.824114676298921447e-03,7.398505911017254355e-02,3.669879524131416937e-01,9.117425305289902360e-01,9.543873047806757937e-01,0.000000000000000000e+00,3.951578844843842836e-02,9.457515843523850441e-02,8.497002125059451849e-01,6.502219564638139770e-01,1.292300688367048755e-01,7.970377784400742294e-02,1.078409742000746400e-02,8.716225161226570477e-04,0.000000000000000000e+00,2.432013823261500729e-01,4.518643960394053138e-02,3.326411214638431285e-02,1.134090500466142376e-01,4.273784061428725217e-02,2.042458016916891619e-02,4.115103894029325388e-02,5.036903311829129537e-01,2.336799324597110539e-01,6.322933015019793768e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.745078483197342115e-02,9.737415784198595603e-02,1.875481129554516235e-01,8.551892312116156358e-02,6.102252198998373706e-02,4.827853002180885339e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.711510614083681589e-02,1.817227216947222557e-01,1.594682479709527978e-01,2.755168076090115312e-02,5.574596951687682544e-02,0.000000000000000000e+00,4.920080473773285473e-02,3.276427940287788831e-01,1.317486992213305341e-01,9.998878584050782670e-03,5.146964707288965712e-01,0.000000000000000000e+00,9.950388329475126983e-03,2.248404289148841443e-03,4.951133741909424235e-01,8.731291412126727935e-02,0.000000000000000000e+00,4.195103803082386035e-02,5.072145292740603412e-02
2.412067737095168959e-02,3.386007906829779923e-01,1.323452000237482495e-01,1.310812970841931102e-01,3.698152346363691584e-02,7.228734491273881282e-04,1.844687086678593324e-01,9.041277152746772516e-02,0.000000000000000000e+00,1.271771941198439893e-01,4.841965462839533524e-02,1.107508173860343587e-01,7.993383117541817962e-01,3.341815220803339564e-02,8.870704238723660373e-02,7.205536268728011950e-02,8.283745824518920498e-02,9.001370191640227503e-02,4.141553748175225841e-02,5.460888993680802078e-02,1.170160030861656514e-01,0.000000000000000000e+00,2.662032934762886827e-02,2.085393386747987632e-01,4.167634627068609460e-02,8.112348656703158301e-02,3.722357798896632625e-02,7.720640204326688349e-02,2.809567413626347376e-02,1.090816468194610867e-01,1.437849718968983448e-01,7.205563233722586669e-02,4.081837611359018930e-02,8.388907987025068583e-03,4.646490487742029746e-02,2.790151511740318613e-02,2.494189660525459803e-02,6.296203787846900435e-02,4.066839895180691250e-02,1.612404064178000682e-02,4.532424395999468808e-02,1.218802782304480720e-01,1.013731761567020911e-01,1.342964376490437539e-01,2.892496029290647988e-02,0.000000000000000000e+00,6.413359956501621384e-03,8.722188585044761411e-03,4.215015633919561022e-02,3.025632487505754420e-01,3.500944573186309111e-02,9.896384613831861465e-02,2.520495017875264490e-02,3.267348437092745111e-02
