8.032875746505085263e-03,2.587766015531049457e-01,3.122045111886378455e-01,1.703961662285835565e-01,8.925238530236888623e-01,1.010122679375804501e-02,6.212544849985894568e-03,1.059409898496405100e+00,0.000000000000000000e+00,1.434135143869177398e-01,4.081118792236466120e-01,9.026111071378005724e-01,7.601431457035538741e-02,8.476658493262205496e-02,8.703635058033021288e-02,6.989748685672009243e-01,1.448092676653988352e-02,8.999961066330574022e-01,3.648918987814673831e-01,3.961427252113324904e-04,5.025641184840076714e-02,5.420130387036842246e-01,9.660550819145942436e-02,0.000000000000000000e+00,5.954458270561002742e-02,6.520023687332611173e-01,0.000000000000000000e+00,8.207280413056412816e-02,0.000000000000000000e+00,1.802827551345846102e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.944177669163142497e-01,3.018265585047014143e-02,3.820966903262405512e-01,1.965811912015522633e-01,8.329029853914891035e-01,0.000000000000000000e+00,7.640905994189255424e-01,3.426572394888088152e-02,1.716307703497780279e-01,1.486817803088787693e-01,4.642131348243225819e-01,1.243716537465819642e-03,0.000000000000000000e+00,7.487483129626214262e-02,7.226456193980919894e-03,0.000000000000000000e+00,8.592683159877508026e-02,2.456944658727474862e-01,0.000000000000000000e+00,4.604852922761074746e-02,8.359427875011693487e-02,1.833312024488163716e-01,3.240411780680684251e-01,3.924668364278356414e-01,0.000000000000000000e+00,1.286386025007712208e-01,0.000000000000000000e+00,3.115094606001373931e-02,0.000000000000000000e+00,5.559774052848626136e-01,9.087955986924199647e-02,0.000000000000000000e+00,7.114451349388951906e-02,4.717035795482374394e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.640327770506225094e-02,1.206819122783445337e-02,9.184940501677942015e-02,4.988735739251964202e-02,8.677236966304469057e-02,2.956457123180830995e-02,1.701008216175585105e-02,6.388512589482997495e-02,2.730560917504036914e-02,1.533348369116052656e-02,8.473440706033148750e-02,4.293687934763915082e-02,8.755327816247038958e-03,2.914238784758036924e-02,3.542971248504305642e-02,9.044245893490610033e-02,6.210498394344662193e-02,6.419025108756910847e-02,4.917012877964670702e-03,1.269931410446887600e-02,1.352027934625535111e-01,1.403616798235232492e-02,5.106462220475476398e-03,3.887714656521797877e-03,3.903341304180377863e-02,4.525958207894687640e-02,2.775839544801354201e-03,7.084599297007730667e-02,6.811031495181117668e-02,4.615902566860225625e-02,0.000000000000000000e+00,1.333789576302373686e-02,4.776294752286924100e-02,3.763657899556943631e-02,7.388334289373416075e-02,6.840723858619859876e-02,3.697821506429676414e-02,4.324977786769999138e-02,4.082570913948402845e-03,6.674541815193886507e-02,7.669604370684435408e-03,3.044710900841295434e-02,1.618159557902194012e-01,2.493834134037495841e-03,1.385460314753076370e-02,7.224115441049824837e-03,5.203432138236856880e-02,7.712562659235715212e-02,1.280415056241465937e-03,2.611105112878559995e-02,2.395106609707789436e-02,3.626968756357838025e-02,3.754680328092691727e-02,1.295793696979549436e-01,4.110133069278831125e-02,3.563963904161875865e-03,2.307279266657788139e-02,1.662563860491261120e-02,3.375668305947563536e-02,7.763118061769216753e-03,3.030185405163018930e-02,1.805790927661852369e-02,1.258544136364020682e-01,4.094687513413124841e-02,7.944604544799017606e-03,1.160813930802560706e-01,3.406597315884207777e-02,0.000000000000000000e+00
2.268316340050360036e-01,3.570410437521824576e-02,4.555119914668429026e-02,3.340025598859302364e-02,1.323474394264947951e-01,3.098592553222102863e-02,1.767528054599717610e-02,3.754882859161445124e-02,5.526629290055337651e-02,3.004316535050176318e-02,5.838080579723361335e-02,2.394218321224433205e-02,3.586265432778354412e-02,2.341364171887256457e-02,5.067357547026382636e-02,6.621562766385652443e-02,3.806202684675671216e-02,5.528173925607950817e-02,3.773032840870542415e-02,4.107461150688974244e-02,3.897066785418407814e-02,4.427297764366368293e-02,1.692851115913346013e-02,2.075513664247662093e-02,3.409113839686772618e-02,2.477477453985632225e-02,2.517240739893332815e-02,7.622407991311128117e-02,4.170114833620106043e-02,5.159178371113568723e-02,7.443271511477084212e-02,2.545660380848391996e-02,4.526259323203959961e-02,3.473861537974633207e-02,3.563308999309402342e-02,4.602667830417946082e-02,5.036249724517167375e-02,1.883245125874895981e-02,3.510057868446649770e-02,4.316379184504390287e-02,2.360060102959223374e-02,5.245722803511099208e-02,9.308457055071860109e-02,2.750885070728736892e-02,3.003633863656202108e-02,4.359990153354944414e-02,3.407800143770890050e-02,6.122311697074993980e-02,1.373956419429737431e-02,3.523877216539410273e-02,2.689329677731433846e-02,3.594013114888826299e-02,2.550703040182880285e-02,3.728817270267919398e-02,7.612221817636735666e-02,3.699202040372685796e-02,2.491862063172160108e-02,4.835479221053221727e-02,9.111852683589447346e-03,4.388087591598984621e-02,3.230588505181657827e-02,3.532856680373169106e-02,7.010575448699532530e-02,4.200184017695976491e-02,3.648447561154332525e-02,5.553444702687305307e-02,1.670252838028126602e-02,2.552894097448419122e-02
3.236829495215411828e-02,7.054278629138199808e-02,5.526789014766543273e-01,6.532561259143045140e-02,1.488767091135360099e+00,8.582584545800651943e-02,1.333971585322920317e-01,3.609422360607469210e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.620193645694293694e-02,1.796702689190236291e-01,3.056244322308767081e-01,4.965161697355896173e-03,9.551470107759492401e-02,8.914657884413462741e-02,7.715800526089546148e-03,1.807920436176512213e-01,7.099855033944213467e-02,0.000000000000000000e+00,1.364303599858088523e-01,4.248330969565899257e-02,3.888476290946766330e-03,5.371017872242739299e-02,2.687543286467112061e-02,3.780581499179013621e-02,0.000000000000000000e+00,2.106124931880942394e-02,6.979285960947709255e-02,2.266555080603214201e-01,2.011194629371717071e-02,2.277709715794714110e-02,6.979805885340574501e-02,2.264444037736099147e-02,2.437542163437348697e-01,1.400403787842920411e-01,3.729467882934477813e-02,0.000000000000000000e+00,1.034758746508447763e-01,2.074648182735728576e-03,6.781096601806919921e-02,5.039025394923452722e-02,1.571518585265161971e-01,0.000000000000000000e+00,1.667908904256301672e-02,2.908375240428405853e-02,4.842295620318260579e-02,5.796932232253466238e-02,0.000000000000000000e+00,4.595946806237590637e-02,0.000000000000000000e+00,2.908970327546558932e-02,1.971577462913132878e-02,1.232012446386682725e-01,2.940300796214743995e-02,1.140078289008604751e-01,1.242298122752519274e-02,4.215558431300107656e-01,4.594457151876130303e-03,1.583265277245252817e-02,1.062704458655352145e-02,1.327903059728184794e-02,3.760626832387421459e-01,6.022607584827990163e-02,8.373826120365909093e-03,3.900795258652667991e-02,4.582916729442058218e-02,0.000000000000000000e+00
5.921765174556228861e-02,0.000000000000000000e+00,2.175063349897183584e-01,7.887265781280621002e-03,2.318423424559622192e-01,4.145630806563852661e-02,1.750322074010744189e-01,5.300671704148729457e-02,4.669213891324572319e-01,1.737173907304305834e-02,2.820114424967281805e-02,1.559932817487775125e+00,7.715117386264144783e-02,3.744562378774094619e-02,1.248526986882874112e-01,8.935937055868653500e-02,4.431251285623975626e-03,5.389545485937390773e-02,1.102495559033726868e+00,2.169113006185667547e-01,3.381320896835879886e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.280206696742214078e-04,2.202379252526015241e-01,0.000000000000000000e+00,7.780261204324974422e-02,3.848568466823036882e-01,3.287659500160892284e-02,0.000000000000000000e+00,3.345258999387196522e-03,1.962745815018689388e-01,3.552366910849511644e-02,3.504369995090172996e-02,3.716771022001703617e-01,4.665998368318289430e-02,1.904344282272300458e-03,2.431631578142801498e-03,3.925240114412313908e-01,9.012105992311875147e-02,1.107495102121824199e-01,1.985450112913693943e-01,5.948695030173179431e-03,0.000000000000000000e+00,1.117259573545088640e-02,0.000000000000000000e+00,5.836819106182383754e-01,7.020279608365974930e-04,6.432126171098238691e-03,3.135507430528567535e-02,2.317024019847319094e-02,8.560194016475997092e-02,8.995915185456310192e-02,6.929801804737235893e-02,3.731337188244680109e-02,1.331521179989306747e-01,2.145384814317489661e-02,1.730054584628048023e-02,0.000000000000000000e+00,1.536032676014375820e-01,4.051703979914441343e-05,2.389216994723430132e-01,9.251049870906431771e-02,1.894808706718972488e-02,1.061883038355039555e-02,0.000000000000000000e+00,3.714109311187919777e-03
3.296563619321861340e-03,1.707140836492594379e-03,7.380231298349805291e-01,0.000000000000000000e+00,2.335610671263528004e-01,4.012457365796429087e-01,9.285048011305600812e-02,1.723051824484374620e-02,2.636437980022474648e-01,9.473099894447492217e-03,1.096514774221308414e-02,1.396644200072637787e+00,6.797822487324837182e-01,0.000000000000000000e+00,1.734366879720458388e-01,1.589963378036851893e-01,3.457903195404834367e-04,3.619757342927445998e-02,6.573123228925839001e-01,0.000000000000000000e+00,1.099009091032193686e+00,2.134102782172370982e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.994729412959479364e-01,0.000000000000000000e+00,1.224450486754415177e-03,1.288272839481880538e+00,4.623811996529858526e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.302763830193547967e-02,1.519369926451393481e-03,2.420631091242430102e-02,8.791717957279220341e-01,2.399368658051353187e-01,0.000000000000000000e+00,9.654582877084432954e-03,1.902986326994737451e-02,1.127946001327689990e-01,3.074398793775452374e-02,1.945071987115020995e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.241476008373389818e-03,2.449661989170598408e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.191416277757255240e-02,6.402705078495410929e-01,2.999152988967613686e-03,1.606362798012518633e-02,4.135835554240501755e-01,1.920322085818659819e-02,8.783941314848969784e-02,7.942947813935626877e-01,3.687264450532439040e-03,8.946134311552472740e-02,0.000000000000000000e+00,4.421999595738649869e-01,4.118521994972870193e-01,8.160486547117162814e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.251131610866122790e-01,4.193908442831702915e-02,0.000000000000000000e+00
7.178101377041377906e-02,2.230005480042425089e-02,1.928389907483639421e-01,3.669216031379897436e-02,1.371895098245005939e-01,3.474646147736508150e-01,4.250616674116278887e-02,1.370225109895521071e-02,7.909269097795967873e-02,6.093207591013551777e-02,2.168894744076259595e-01,7.555256005038071265e-01,4.153100719303987748e-02,0.000000000000000000e+00,6.439855013084437585e-02,2.419216817207799630e-01,6.090619242805417333e-02,1.968103789959098349e-01,2.929289628611909599e-02,3.257505016764978417e-02,1.598609185970973068e-01,1.100546530653382787e-01,1.914704550597140509e-02,0.000000000000000000e+00,2.991530462697746320e-02,3.098861509728688124e-01,2.195077252734245563e-03,1.475488008396208806e-01,8.772706439063233941e-02,4.377444955806014670e-02,1.093070697669349702e-02,0.000000000000000000e+00,1.046915223935933614e-01,1.220282894929589218e-01,8.101086197283373369e-02,5.535751414820893473e-02,3.645399273165952359e-01,1.474415242423598484e-02,1.942236173824899229e-02,2.511012911053866863e-03,1.444577721645688186e-02,3.980683954325487522e-02,2.335381813026610465e-01,2.474965717847116276e-02,3.096506950883185991e-02,4.584104671307176471e-02,1.023071221249092361e-01,8.376870874712279147e-02,0.000000000000000000e+00,2.026771915860733075e-01,5.575544809729690576e-02,2.601470538646315570e-02,5.683474434536563841e-02,1.356460792146989280e-01,4.285845122396248486e-01,3.961125704594069957e-02,2.474600144543042182e-02,3.487078578236157966e-02,1.117010715812395173e-02,4.024424141436933056e-02,1.168450117909562574e-01,2.603019312481917313e-01,1.472189768480292038e-01,0.000000000000000000e+00,2.412916780073286194e-02,2.805369510590821625e-01,1.398222391590291623e-02,4.618757121063286485e-04
2.801234343489869896e-03,4.910536769166748416e-01,9.887305161072416082e-01,3.021249790985718053e-02,9.880774533156129469e-02,0.000000000000000000e+00,6.632698510243080492e-02,0.000000000000000000e+00,3.094690413435392893e-03,0.000000000000000000e+00,9.770114310881634623e-01,0.000000000000000000e+00,9.524532634358561234e-01,4.070925782803895832e-01,5.340076887388197635e-01,2.422003859087535071e-01,1.427691221655602805e+00,0.000000000000000000e+00,1.898497816311468245e-01,0.000000000000000000e+00,1.062036082539019377e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.513452739910271960e-02,1.272546679840489137e-01,2.773870774672500608e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.041831894313536289e+00,2.176428463923107178e-03,0.000000000000000000e+00,2.959754968978101641e-01,3.404753256430935182e-01,0.000000000000000000e+00,1.486915006157110697e-01,1.380860257462053875e+00,3.838767621264749241e-02,0.000000000000000000e+00,4.134165342110107666e-01,0.000000000000000000e+00,2.087443728844631530e-01,3.455991219572806389e-03,2.297108908167098951e-01,0.000000000000000000e+00,9.956939276915797166e-01,2.223368181112398909e-02,2.699835937239744577e-01,7.026695346304653311e-01,0.000000000000000000e+00,2.362784397741039474e-02,1.950639160268357068e-03,0.000000000000000000e+00,4.721602983027851919e-03,6.908540628677922735e-01,1.309424570331878257e-01,6.584351432656475323e-02,1.035010986399598432e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.848063288854864469e-02,1.705332303711327080e-03,2.527066859301555665e-05,1.655983929337680793e+00,7.657223668098970260e-01,1.579101610388255680e-02,8.467875996882863465e-02,4.461934320670514764e-01,0.000000000000000000e+00
4.484665905620729975e-04,2.430491412221387204e-01,6.456473558211507369e-01,4.785906602909736213e-02,1.013216250228833770e+00,8.718189102733013840e-01,6.893031266211947783e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.400888964316076124e-02,6.736787700624355391e-02,1.788984360316671518e+00,2.122631391514091526e-01,3.566770075043485238e-03,2.543434490922242830e-01,4.088634076656007532e-01,2.503695223634659628e-02,5.130324833447662547e-01,0.000000000000000000e+00,1.183447879079051364e-02,7.563082051123663774e-02,1.258678352632312425e+00,2.281662558921836604e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.256264983833806803e-01,2.725164841687208184e-01,1.479312231307013635e-02,4.775681975733062426e-03,7.949844053436848634e-01,1.985867628765116688e-01,0.000000000000000000e+00,1.473057549974316101e-02,1.179755281457466574e-02,6.802378857087344466e-01,1.528645448114935856e-01,1.516618789549729895e-01,0.000000000000000000e+00,6.794853347168031688e-01,2.627929950738305473e-02,2.475520270579592841e-01,5.099486880492779678e-02,8.785427231207614263e-01,1.116159239229313474e-03,0.000000000000000000e+00,6.371343517509951140e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.829634600662793931e-01,3.187120429331406490e-01,0.000000000000000000e+00,2.233029684684382198e-03,6.663117506697797086e-03,1.399223754533802377e-01,1.131952366551565864e-01,1.432996188028836937e-01,0.000000000000000000e+00,2.768893867910944828e-01,3.505489584785589235e-05,1.269982675663284405e-02,9.099655559758178941e-03,7.078267034799482493e-01,8.182756825547925217e-02,0.000000000000000000e+00,2.192488861191542460e-01,3.138053375499551545e-01,1.836199671452519444e-01,0.000000000000000000e+00
2.245644962566538741e-02,3.200296083721824222e-03,4.326439462583406975e-02,1.628166807759865581e-02,1.138322040730670309e-01,3.855416895913767183e-03,2.458517866820199640e-02,1.533884393307747007e-01,8.898120352181482229e-02,4.072367049803382599e-02,2.307981628474413058e-02,5.259601552993866010e-03,8.827645339897975674e-02,1.268941914901743767e-02,2.980765157706121229e-02,2.794556706616050171e-02,8.210214810993817641e-03,1.798452126341352694e-02,4.720601662776808399e-02,3.602368716428715895e-02,2.999433300306962157e-03,6.239390707246778023e-02,0.000000000000000000e+00,2.870701495772602294e-02,3.101014455921817861e-02,2.697517366059644650e-01,3.328863081256419609e-02,0.000000000000000000e+00,1.945395916839781636e-02,1.009310891019535861e-01,4.024571199009475270e-02,7.494326442926107189e-03,2.218937339430101727e-02,2.304989026950729492e-02,0.000000000000000000e+00,8.200434326988777223e-02,5.683675505146622564e-01,2.003678864462229287e-02,4.962875526875060866e-02,1.440537833871082841e-02,4.343195950695424856e-02,3.159591951923843012e-02,0.000000000000000000e+00,4.423079824701403595e-02,0.000000000000000000e+00,1.578353170184758347e-02,3.229314100232352769e-02,2.132137759011390465e-02,1.898328264719731937e-03,1.039970567622712921e-01,4.912254252117063784e-03,1.565218187005049111e-02,7.907606397757470373e-03,1.701860764034130585e-02,2.545048287589378455e-02,5.042705268146355224e-02,2.085017210218051767e-02,1.924289746615762131e-02,2.215706508085929158e-02,3.787108124441750795e-02,1.544780843337337619e-03,8.012384757665284851e-02,4.286013291070469439e-02,1.512766073740901863e-02,1.153097415520745739e-01,1.484771333908191382e-01,2.806138622566907784e-02,0.000000000000000000e+00
